id,campaign_result,age,occupation,marriage,academic_background,debt_default,credit,house_loan,personal_loan,duration_time,contact_count,previous_campaign
2698,0,55,3,3,3,0,3156720,1,0,84,4,2
2699,0,39,1,2,2,0,18000,0,0,55,7,3
2700,0,30,3,1,3,0,124920,0,0,68,0,9
2701,0,45,3,2,3,0,74760,0,0,405,0,9
2702,0,30,4,2,1,0,309720,0,0,221,0,9
2703,0,39,7,1,2,0,0,0,0,133,0,9
2704,0,27,2,1,3,0,64200,1,0,446,0,9
2705,0,45,2,2,2,0,473280,1,0,141,0,9
2706,0,41,2,2,2,0,-480,0,0,171,0,9
2707,0,31,1,1,2,0,65640,1,0,272,0,9
2708,0,50,4,2,9,0,54240,0,0,181,0,9
2709,0,43,4,1,2,0,33120,1,0,33,0,9
2710,0,32,3,1,3,0,3120,0,0,55,0,9
2711,1,64,10,2,9,0,317400,0,0,219,0,9
2712,0,35,2,1,2,0,-97920,0,0,54,0,9
2713,0,46,1,3,2,0,11760,1,1,91,0,9
2714,0,58,12,2,1,0,28200,1,0,167,0,9
2715,1,30,6,1,3,0,903480,0,0,328,0,9
2716,0,34,3,2,3,0,7800,1,0,544,0,9
2717,0,35,3,2,3,0,98400,1,0,287,0,9
2718,0,59,2,3,2,0,311400,1,0,398,0,9
2719,0,52,8,2,2,0,1096680,0,0,684,0,9
2720,0,35,9,2,9,0,0,0,0,159,0,9
2721,0,49,3,1,1,0,65760,0,0,115,0,9
2722,0,30,11,1,2,0,23040,0,0,423,0,9
2723,0,39,3,2,3,0,469560,0,0,150,0,9
2724,0,59,3,1,3,0,920160,0,0,124,0,9
2725,0,44,2,2,2,0,36720,1,0,374,0,9
2726,0,31,4,2,2,0,97440,1,0,245,0,9
2727,0,28,6,1,2,0,18480,1,0,21,0,9
2728,0,32,3,2,3,0,15840,1,0,565,0,9
2729,0,45,4,2,1,0,154920,1,0,189,0,9
2730,0,28,4,2,1,0,55080,1,1,178,0,9
2731,0,34,7,3,2,0,0,1,1,203,0,9
2732,0,47,4,2,2,0,80160,1,0,230,2,1
2733,0,48,2,1,2,0,-41640,0,1,84,0,9
2734,0,26,4,1,1,0,38160,1,0,101,0,9
2735,0,31,3,2,3,0,706680,1,0,237,0,9
2736,0,57,4,2,2,0,3000,1,0,378,1,2
2737,0,47,4,2,1,0,80040,0,0,54,0,9
2738,0,32,7,2,2,0,49680,1,0,236,1,2
2739,0,29,1,2,1,0,74880,1,0,246,0,9
2740,0,59,8,3,2,0,350520,0,0,251,0,9
2741,0,26,4,1,2,0,-42000,1,0,80,3,2
2742,0,34,3,1,3,0,262440,1,0,26,0,9
2743,0,39,4,2,1,0,105480,1,0,102,0,9
2744,0,43,3,2,3,0,81120,0,0,143,0,9
2745,0,45,7,3,2,0,-3360,0,1,87,0,9
2746,0,34,2,2,2,0,46080,1,0,127,1,3
2747,0,30,11,1,2,0,123720,0,0,7,0,9
2748,0,54,8,1,2,0,433320,1,0,81,0,9
2749,0,43,7,3,2,0,125160,1,0,57,3,2
2750,0,35,4,2,1,0,141120,1,0,166,0,9
2751,0,45,4,1,2,1,0,0,1,154,0,9
2752,1,24,6,1,2,0,16680,0,0,430,0,9
2753,0,34,3,2,3,0,9120,0,0,335,0,9
2754,0,42,2,3,2,0,183960,0,1,86,0,9
2755,0,58,12,2,1,0,78000,1,1,114,0,9
2756,0,30,1,2,3,0,500160,0,0,198,0,9
2757,0,79,12,2,2,0,282480,0,0,121,0,9
2758,0,40,4,2,2,0,0,0,0,96,0,9
2759,0,53,2,2,2,0,109200,0,0,156,0,9
2760,0,43,3,2,3,0,-23280,0,0,57,0,9
2761,0,30,4,1,1,0,-1200,0,1,316,0,9
2762,0,33,2,1,2,1,-20760,0,0,342,0,9
2763,1,77,12,2,9,0,216840,0,0,373,0,9
2764,0,31,2,2,2,0,-36240,0,0,195,0,9
2765,0,45,10,2,1,0,12720,0,0,205,0,9
2766,0,59,3,3,1,0,1596960,1,0,131,0,9
2767,0,29,1,2,3,0,13320,0,0,208,0,9
2768,0,66,12,2,1,0,89640,0,0,515,0,9
2769,0,29,3,1,3,0,56520,1,0,106,0,9
2770,0,37,7,2,2,0,-41880,1,0,319,0,9
2771,0,30,3,2,3,0,154560,0,0,6,0,9
2772,0,57,10,2,2,0,0,0,0,56,0,9
2773,0,35,4,3,2,0,6240,1,0,574,0,9
2774,0,39,4,2,1,0,-21120,0,0,176,0,9
2775,0,30,1,2,3,0,34200,0,0,693,0,9
2776,0,38,3,2,3,0,960,1,0,17,0,9
2777,0,28,6,1,2,0,3480,0,1,402,0,9
2778,0,45,4,2,3,0,2760,1,1,234,0,9
2779,0,35,4,2,1,0,50640,1,0,73,0,9
2780,0,36,7,1,2,0,90600,0,0,355,0,9
2781,1,37,7,2,2,0,93000,0,0,150,0,9
2782,0,47,3,2,3,0,461280,1,0,256,0,9
2783,1,32,2,2,2,0,67200,0,0,1044,0,9
2784,0,58,3,2,3,0,182040,1,0,7,0,9
2785,0,35,2,2,2,0,14160,1,0,236,0,9
2786,0,35,1,2,3,0,19560,1,0,126,0,9
2787,0,30,7,1,2,0,14040,0,0,135,0,9
2788,0,56,2,2,9,0,10080,1,0,65,1,2
2789,0,50,10,2,1,0,480,0,0,51,0,9
2790,0,40,4,2,1,0,255480,1,0,1156,0,9
2791,0,51,1,2,2,0,30600,0,0,158,0,9
2792,0,28,7,1,2,0,63000,0,0,81,0,9
2793,0,53,3,2,3,0,31320,1,0,154,2,2
2794,0,27,2,1,3,0,-18240,1,1,236,0,9
2795,0,57,12,2,1,0,76920,0,1,124,0,9
2796,0,32,4,2,1,0,138720,1,0,185,0,9
2797,1,35,7,2,2,0,40920,1,0,345,0,9
2798,0,52,4,2,1,0,15360,1,0,229,0,9
2799,0,48,4,2,1,0,0,0,0,104,0,9
2800,0,38,1,1,2,0,77760,1,0,101,0,9
2801,1,33,2,2,2,0,245280,1,0,532,0,9
2802,0,41,4,2,2,0,41160,1,0,89,0,9
2803,1,53,10,2,1,0,309720,0,0,828,1,2
2804,0,45,1,2,2,0,5520,1,0,234,0,9
2805,0,30,2,1,3,0,101880,0,0,81,0,9
2806,0,42,5,2,2,0,0,1,0,73,0,9
2807,0,47,4,2,1,0,0,0,0,293,0,9
2808,0,33,3,2,3,0,292920,1,1,154,0,9
2809,0,43,3,2,3,0,-32520,1,1,121,0,9
2810,0,42,8,2,2,0,16200,1,0,259,0,9
2811,1,33,4,2,2,0,175680,1,0,588,0,9
2812,0,48,7,2,9,0,204600,1,0,107,0,9
2813,0,29,1,2,2,0,178680,1,0,399,0,9
2814,0,32,2,2,2,0,119880,0,0,382,0,9
2815,0,34,4,2,2,0,-1200,1,0,216,1,2
2816,1,37,1,2,2,0,236040,0,0,242,1,1
2817,0,38,3,2,3,0,-4080,1,0,131,0,9
2818,0,47,3,3,9,0,22080,1,0,144,0,9
2819,0,38,7,2,2,0,44280,1,0,224,0,9
2820,0,45,11,2,2,0,16800,1,0,192,0,9
2821,0,42,2,2,2,0,258240,0,0,113,4,2
2822,0,52,7,2,1,0,1680,0,1,55,0,9
2823,0,40,5,2,1,0,441120,1,1,101,0,9
2824,0,29,1,1,2,0,239040,0,0,119,0,9
2825,0,32,4,1,2,0,84720,1,0,152,0,9
2826,1,68,12,3,1,0,83400,0,0,233,0,9
2827,0,49,4,2,2,0,209160,0,0,68,0,9
2828,0,57,10,2,1,0,0,0,0,187,0,9
2829,1,41,8,2,2,0,129240,1,1,207,2,2
2830,0,43,1,1,2,0,720,0,0,58,1,2
2831,0,40,4,2,1,0,203760,1,1,240,0,9
2832,0,32,4,2,2,0,300240,1,0,604,0,9
2833,0,37,5,1,3,0,7800,0,0,20,4,2
2834,0,37,7,1,2,0,2760,1,0,197,1,2
2835,0,44,1,2,2,0,0,0,0,209,0,9
2836,0,45,4,1,2,0,76320,1,0,287,0,9
2837,0,54,3,2,3,0,-169800,1,1,135,0,9
2838,0,23,10,1,2,0,78000,1,0,136,4,2
2839,0,50,5,3,3,0,37800,0,0,101,2,2
2840,0,41,3,2,3,0,1080,1,0,82,0,9
2841,1,35,1,2,2,0,-24360,1,0,1649,0,9
2842,0,50,4,2,2,0,-87720,1,0,401,0,9
2843,0,38,3,2,3,0,71400,1,0,70,0,9
2844,0,46,4,2,2,0,1121640,1,0,138,1,3
2845,0,27,7,1,3,1,-18240,1,1,14,0,9
2846,0,42,8,2,2,0,975720,1,0,69,0,9
2847,0,42,1,2,2,0,988560,1,1,102,5,3
2848,0,39,3,2,3,0,49920,1,0,145,0,9
2849,0,32,3,2,3,0,443520,0,0,315,0,9
2850,0,34,2,2,2,0,42120,1,0,467,0,9
2851,0,38,4,3,2,0,245760,0,1,123,0,9
2852,0,57,3,2,1,0,9600,0,1,158,0,9
2853,0,33,7,2,2,0,40080,1,0,23,0,9
2854,0,28,2,1,2,0,-15000,1,0,67,0,9
2855,1,28,11,1,3,0,0,1,0,1560,0,9
2856,0,38,4,2,1,0,60720,1,1,122,0,9
2857,0,31,7,1,2,0,-3840,1,0,157,0,9
2858,1,42,2,1,2,0,163680,1,0,1867,0,9
2859,0,54,5,2,3,0,0,0,0,250,0,9
2860,0,43,2,2,2,0,57720,0,0,196,0,9
2861,0,49,4,2,2,0,69480,1,0,396,0,9
2862,1,33,1,2,3,0,9480,1,0,249,2,2
2863,0,23,6,1,2,0,-13920,1,0,109,0,9
2864,0,52,11,2,3,0,642000,1,1,68,4,1
2865,0,28,1,2,2,0,50760,1,0,245,0,9
2866,0,34,1,1,2,0,180480,1,0,395,0,9
2867,0,57,7,2,2,0,824880,1,0,356,0,9
2868,0,33,1,2,2,0,57840,1,0,249,0,9
2869,0,40,3,1,1,0,102960,1,0,173,0,9
2870,1,60,12,3,2,0,65400,1,0,1030,0,9
2871,0,31,4,1,2,0,480,0,0,148,3,3
2872,0,44,3,2,1,0,225600,1,0,34,6,2
2873,0,37,2,1,2,0,30600,0,0,447,0,9
2874,0,51,3,2,3,0,46200,0,0,39,0,9
2875,0,37,3,2,3,0,0,1,1,72,0,9
2876,0,30,4,2,2,0,54000,0,0,526,0,9
2877,0,53,4,2,1,0,256200,0,0,152,0,9
2878,0,57,4,2,9,0,566640,1,0,121,0,9
2879,0,50,3,2,3,0,54360,0,1,608,0,9
2880,0,37,11,1,3,0,451080,0,0,650,0,9
2881,0,57,7,2,2,0,-4440,0,1,31,0,9
2882,0,36,4,1,1,0,5880,1,0,405,0,9
2883,0,40,4,2,1,0,1560,1,0,178,0,9
2884,0,43,3,1,3,0,5640,1,0,316,0,9
2885,0,39,2,2,2,0,13920,0,0,79,2,1
2886,0,50,3,2,2,0,0,1,0,122,0,9
2887,0,41,1,3,2,0,31320,1,0,797,0,9
2888,1,38,3,2,3,0,14280,1,0,568,0,9
2889,0,31,2,1,2,0,75360,1,0,1083,0,9
2890,0,40,4,3,9,0,63360,1,0,340,5,2
2891,0,45,2,1,3,0,10560,0,0,163,0,9
2892,0,37,1,2,2,0,1356360,0,0,500,0,9
2893,0,26,1,1,2,0,82200,0,0,388,0,9
2894,0,29,2,1,3,0,298680,1,0,1002,2,1
2895,0,42,4,2,1,0,360,0,0,45,0,9
2896,0,30,3,2,3,0,219000,1,0,164,0,9
2897,0,36,3,3,3,0,67560,0,0,10,0,9
2898,1,37,3,2,3,0,153120,0,0,156,0,9
2899,0,29,6,1,3,0,55080,0,0,376,0,9
2900,0,37,1,2,2,0,36720,0,0,73,0,9
2901,0,27,8,2,2,0,86880,1,1,200,0,9
2902,0,35,6,3,1,0,330600,1,0,177,3,3
2903,0,34,3,2,3,0,186840,1,1,213,0,9
2904,0,29,8,2,3,0,28920,0,0,7,0,9
2905,0,33,7,2,2,0,0,1,0,163,0,9
2906,0,38,1,2,2,0,40560,0,1,191,0,9
2907,0,60,10,2,9,0,650520,0,0,458,0,9
2908,0,47,9,2,9,0,225600,0,0,64,0,9
2909,0,52,7,2,2,0,388920,1,0,105,0,9
2910,0,58,1,2,2,0,202320,0,0,110,0,9
2911,0,48,8,2,1,0,0,0,0,213,0,9
2912,0,32,8,1,2,0,21240,1,0,21,0,9
2913,0,40,2,1,2,0,33840,1,0,70,0,9
2914,0,54,12,2,2,0,138480,1,0,125,0,9
2915,0,27,1,1,3,0,568560,0,0,752,0,9
2916,0,59,12,2,2,0,405840,1,0,806,0,9
2917,0,40,2,1,2,0,6840,0,1,102,0,9
2918,0,50,5,2,3,0,650400,1,0,73,0,9
2919,0,27,4,2,9,0,-53040,1,0,85,0,9
2920,1,62,8,2,2,0,93600,0,0,162,0,9
2921,0,36,7,2,1,0,49560,1,0,84,0,9
2922,0,25,1,1,2,0,94440,1,0,164,0,9
2923,1,55,10,2,1,0,258240,0,0,922,0,9
2924,1,44,4,1,2,0,85440,1,1,740,0,9
2925,0,46,3,2,3,0,120960,0,0,24,0,9
2926,0,49,11,3,3,0,0,0,0,279,0,9
2927,0,58,4,2,2,0,8640,0,0,235,0,9
2928,0,70,12,2,2,0,122880,0,0,278,0,9
2929,0,26,4,2,1,0,60000,1,0,21,0,9
2930,0,49,4,2,1,0,91440,1,0,373,4,2
2931,0,48,4,2,2,0,139080,1,1,1181,0,9
2932,0,28,2,1,2,0,120,1,0,364,0,9
2933,0,27,2,2,9,0,97320,1,0,591,0,9
2934,1,51,7,3,2,0,29040,0,1,1336,0,9
2935,0,38,2,2,2,1,0,0,1,44,0,9
2936,0,35,2,2,2,0,0,0,0,251,0,9
2937,0,35,7,2,3,0,547680,0,0,45,0,9
2938,0,53,3,3,3,0,378960,0,0,126,0,9
2939,0,39,7,3,2,0,35160,1,1,148,0,9
2940,0,46,3,2,3,0,-360,0,0,205,0,9
2941,0,51,2,2,2,0,117600,0,0,114,0,9
2942,0,55,2,2,9,0,10080,1,0,166,0,9
2943,0,34,3,2,3,0,49800,0,1,361,0,9
2944,0,37,4,2,1,0,55320,1,0,272,0,9
2945,0,56,10,3,2,0,30720,0,0,220,2,3
2946,0,31,5,2,3,0,145920,0,0,150,0,9
2947,0,55,3,3,3,0,315000,1,0,286,3,2
2948,0,31,4,1,1,0,298560,1,0,14,0,9
2949,0,29,2,1,2,0,69240,1,0,18,0,9
2950,0,51,10,2,1,0,182520,0,0,24,0,9
2951,0,53,11,2,3,0,87600,1,0,18,2,2
2952,0,46,9,2,1,0,34200,0,0,215,0,9
2953,0,45,4,2,2,0,3360,0,1,215,1,3
2954,0,22,4,2,2,0,26760,1,0,268,1,2
2955,1,29,4,1,2,0,88080,1,1,259,1,3
2956,0,35,4,1,2,0,4920,1,0,14,0,9
2957,1,62,3,2,3,0,404520,0,0,187,2,1
2958,0,44,3,2,3,0,-960,1,0,472,2,2
2959,0,50,4,2,1,0,72480,0,0,104,0,9
2960,0,45,5,2,2,0,15360,0,1,275,0,9
2961,0,38,2,2,2,0,0,1,0,73,0,9
2962,0,33,8,1,2,0,140760,0,0,844,0,9
2963,0,34,2,3,2,0,84600,1,1,249,0,9
2964,0,35,1,2,2,0,-37440,0,0,116,1,2
2965,0,56,4,2,2,0,36000,0,0,184,0,9
2966,0,34,2,3,2,0,840,1,1,94,1,2
2967,0,39,2,1,2,0,360,1,1,102,0,9
2968,0,56,12,3,1,0,0,0,0,27,0,9
2969,0,47,3,2,3,0,378960,1,0,282,0,9
2970,0,27,8,1,3,0,367200,0,0,533,0,9
2971,0,36,3,1,3,0,40200,0,0,5,4,2
2972,0,45,2,1,3,0,250440,0,0,29,0,9
2973,0,42,4,1,2,0,2880,0,0,229,0,9
2974,0,34,4,1,3,0,121320,1,0,136,0,9
2975,0,36,3,1,3,0,401160,0,0,307,0,9
2976,0,29,3,2,3,0,40800,1,0,21,0,9
2977,0,39,2,1,2,0,-28440,1,0,64,0,9
2978,0,26,1,2,2,0,34080,0,0,11,0,9
2979,0,30,6,1,9,0,147840,1,0,52,0,9
2980,0,35,5,2,2,0,248880,1,0,144,0,9
2981,0,51,10,2,1,0,153000,0,0,92,0,9
2982,0,50,4,2,3,0,81120,0,0,159,0,9
2983,0,32,2,1,2,0,0,0,0,181,0,9
2984,0,25,4,1,1,0,90960,1,0,258,1,2
2985,1,40,4,2,2,0,607200,0,0,299,0,9
2986,0,45,10,2,3,0,4800,1,0,81,1,2
2987,0,40,2,2,2,0,129120,0,0,326,0,9
2988,0,35,3,2,3,0,1680,1,1,64,0,9
2989,0,48,4,2,2,0,-2280,0,1,270,0,9
2990,0,36,1,3,2,0,60720,1,0,577,0,9
2991,0,56,11,3,3,0,115920,1,0,505,0,9
2992,0,55,9,2,3,0,0,0,0,409,0,9
2993,0,47,1,2,2,0,216960,0,1,125,0,9
2994,0,48,4,2,1,0,201360,0,0,263,0,9
2995,0,44,4,2,2,0,84120,0,1,269,0,9
2996,1,37,10,1,2,0,55800,1,0,899,0,9
2997,0,51,3,2,2,0,315840,0,0,137,0,9
2998,1,32,7,1,2,0,140160,1,0,411,0,9
2999,0,47,11,2,3,0,545160,1,0,162,0,9
3000,0,33,4,2,2,0,102480,1,1,93,0,9
3001,0,58,4,2,2,0,33480,0,0,327,0,9
3002,0,44,5,2,3,0,120,1,0,123,0,9
3003,0,56,12,2,2,0,2400,0,1,153,0,9
3004,1,24,6,1,2,0,381120,0,0,108,0,9
3005,1,54,1,3,2,0,224640,0,0,439,0,9
3006,0,50,7,2,9,0,4440,0,0,307,0,9
3007,0,39,1,1,2,0,129360,0,0,199,0,9
3008,0,42,2,2,2,0,50280,0,0,198,0,9
3009,0,31,3,1,3,0,8880,1,1,13,0,9
3010,0,30,11,1,2,0,33600,0,0,92,0,9
3011,0,52,7,3,2,0,26400,1,0,143,0,9
3012,0,60,4,2,1,0,4560,1,0,109,1,3
3013,0,45,2,2,2,0,242400,1,0,55,0,9
3014,0,38,3,2,3,0,201600,1,0,414,0,9
3015,1,34,3,1,3,0,32160,0,0,587,0,9
3016,0,49,4,2,2,0,222480,1,0,173,0,9
3017,0,50,1,2,2,0,-9480,0,1,138,0,9
3018,1,29,6,1,2,0,9360,0,0,239,0,9
3019,0,27,4,2,2,0,98160,1,0,188,0,9
3020,1,62,12,2,3,0,306840,1,0,404,8,1
3021,1,39,3,1,3,0,0,1,0,224,0,9
3022,0,28,2,1,2,0,3720,0,0,323,0,9
3023,0,51,4,2,1,0,539640,1,0,276,0,9
3024,0,38,3,2,3,0,175560,1,0,425,0,9
3025,0,40,7,2,2,0,2040,0,0,78,0,9
3026,0,50,10,3,1,0,14400,1,0,99,0,9
3027,0,71,5,2,3,0,1831800,0,0,865,2,2
3028,0,32,1,2,2,0,66240,1,0,98,0,9
3029,0,44,4,2,2,0,80280,1,0,15,0,9
3030,0,54,3,2,2,0,-15960,1,0,76,2,2
3031,0,27,4,1,2,1,-240,1,1,123,0,9
3032,0,55,5,2,2,0,13560,1,0,186,0,9
3033,0,52,2,2,2,0,18000,1,0,177,0,9
3034,0,33,5,2,2,0,16200,1,0,114,2,2
3035,0,29,1,1,9,0,21000,0,0,597,0,9
3036,1,43,4,2,2,0,259200,0,0,261,1,1
3037,0,40,1,2,2,0,62760,1,1,598,0,9
3038,0,46,1,2,2,0,216480,0,0,80,0,9
3039,1,19,6,1,2,0,36240,0,0,205,0,9
3040,0,24,7,1,2,0,6360,1,1,226,0,9
3041,0,58,4,2,1,0,360,0,1,55,0,9
3042,0,41,11,2,2,0,36480,1,0,1147,0,9
3043,0,51,7,2,2,0,-85080,1,1,38,0,9
3044,1,33,4,1,1,0,103560,1,0,622,0,9
3045,0,32,8,1,2,0,23880,1,0,70,1,2
3046,0,27,4,1,1,0,64800,0,0,115,0,9
3047,0,70,12,1,1,0,0,0,0,145,0,9
3048,0,57,12,3,2,0,8400,1,0,122,0,9
3049,1,34,3,2,3,0,1920,1,0,316,1,3
3050,0,40,3,2,3,0,360,1,1,151,0,9
3051,0,53,3,2,9,0,63240,1,0,71,0,9
3052,0,30,4,2,1,0,29160,0,1,133,2,2
3053,0,59,12,2,2,0,3120,0,0,92,0,9
3054,0,57,7,2,1,0,227520,0,0,248,0,9
3055,0,33,4,1,1,0,-12480,1,0,34,16,3
3056,0,49,2,1,9,0,42000,0,0,91,0,9
3057,0,57,12,2,2,0,5880,1,1,93,0,9
3058,0,25,4,1,3,0,167400,1,0,268,0,9
3059,0,31,4,1,1,0,131640,1,0,485,0,9
3060,0,45,2,2,2,0,689880,0,0,180,0,9
3061,0,51,1,2,2,0,188880,0,0,149,0,9
3062,0,53,2,2,2,0,7800,0,0,178,0,9
3063,0,52,7,3,2,0,5160,1,1,131,0,9
3064,0,34,4,3,3,0,1489080,0,0,189,4,3
3065,0,38,2,1,2,0,293040,0,0,161,3,1
3066,0,51,3,2,3,0,69960,0,0,109,0,9
3067,0,39,2,2,1,0,254160,1,0,266,0,9
3068,0,28,4,2,2,0,86760,1,1,262,0,9
3069,0,46,2,2,2,0,123480,1,0,142,0,9
3070,0,29,8,1,1,0,4080,0,0,227,0,9
3071,0,50,4,2,2,0,186360,1,0,53,0,9
3072,0,27,7,2,2,0,1800,1,0,167,0,9
3073,0,29,11,2,3,0,0,1,0,253,1,2
3074,1,41,8,1,1,0,25920,0,0,577,0,9
3075,0,32,3,2,3,0,372840,1,1,165,1,2
3076,0,37,1,3,2,0,0,1,0,127,0,9
3077,0,42,8,2,2,0,24240,0,0,257,0,9
3078,0,33,1,2,2,0,19920,0,1,69,0,9
3079,0,52,2,2,2,0,23520,1,1,116,3,2
3080,1,51,1,2,2,0,363000,0,0,476,1,3
3081,1,35,4,1,2,0,102600,1,0,549,1,1
3082,0,43,3,2,3,0,662760,0,0,78,0,9
3083,1,38,5,2,3,0,0,0,0,532,0,9
3084,0,44,4,3,2,0,-26640,1,0,112,0,9
3085,0,35,1,2,3,0,0,1,0,151,0,9
3086,0,37,1,2,3,0,96120,0,0,331,0,9
3087,0,36,4,2,1,0,11400,1,0,255,0,9
3088,1,32,4,2,1,0,49800,1,0,777,0,9
3089,0,45,4,2,1,0,0,1,0,43,0,9
3090,0,33,1,2,2,0,62280,1,0,175,0,9
3091,0,32,2,2,2,0,398640,1,0,588,2,2
3092,0,56,2,1,3,0,1504680,0,0,259,0,9
3093,1,29,3,1,3,0,330360,0,0,645,0,9
3094,0,60,7,3,2,0,192960,1,0,186,0,9
3095,0,27,3,1,3,0,136440,1,0,26,0,9
3096,0,94,12,3,2,0,148080,0,0,212,0,9
3097,0,43,3,2,3,0,16320,0,0,120,0,9
3098,0,32,1,2,2,0,184680,1,1,218,0,9
3099,0,50,3,2,3,0,68280,0,1,452,0,9
3100,0,49,3,2,2,0,75960,0,1,249,0,9
3101,0,42,4,2,1,0,94080,0,0,428,0,9
3102,0,40,2,1,3,0,-10680,1,0,83,0,9
3103,0,33,2,2,2,0,44040,1,1,22,0,9
3104,0,25,2,1,2,0,132600,1,0,195,1,2
3105,1,38,2,1,3,0,132120,0,0,800,0,9
3106,0,44,7,2,2,0,-2160,0,1,510,0,9
3107,0,36,3,1,3,0,26280,0,0,22,6,2
3108,0,59,1,2,2,0,-95640,0,1,225,0,9
3109,0,56,3,1,3,0,780840,1,1,134,1,2
3110,0,37,3,2,3,0,651840,1,1,774,0,9
3111,0,37,4,3,2,0,0,1,1,131,0,9
3112,0,54,1,2,2,0,0,0,0,391,0,9
3113,0,35,3,2,1,0,-39120,1,1,518,0,9
3114,0,76,12,2,2,0,102240,0,0,283,0,9
3115,0,34,8,2,2,0,772560,1,0,21,0,9
3116,0,57,4,2,2,0,26520,1,0,122,0,9
3117,0,35,3,3,3,0,274440,0,0,130,0,9
3118,0,49,7,3,1,0,48000,1,0,64,0,9
3119,0,41,2,2,2,0,-120,0,1,406,0,9
3120,1,39,8,2,1,0,840600,1,0,429,3,1
3121,0,23,8,1,2,0,2362800,0,0,473,0,9
3122,0,32,4,1,1,0,7200,1,0,136,0,9
3123,0,38,11,2,2,0,123480,1,0,206,1,3
3124,1,35,3,3,3,0,52080,1,0,1314,0,9
3125,0,36,1,2,2,0,0,1,1,94,0,9
3126,0,51,4,2,2,0,215640,1,0,168,0,9
3127,0,37,4,2,2,1,137640,1,1,114,0,9
3128,0,54,3,3,3,0,11040,0,1,86,0,9
3129,0,59,5,3,9,0,0,0,0,956,0,9
3130,0,26,7,2,2,0,480,1,0,201,0,9
3131,0,53,1,2,3,0,611280,0,0,114,0,9
3132,0,32,1,1,2,0,66480,1,0,101,5,2
3133,0,45,4,2,1,0,0,1,0,64,7,2
3134,0,32,4,2,2,0,213480,1,0,191,2,2
3135,0,35,3,3,3,0,54840,1,0,114,0,9
3136,0,40,7,2,2,0,-25440,1,1,54,0,9
3137,0,25,1,2,2,0,840,1,1,209,0,9
3138,0,53,2,2,2,0,105480,0,0,176,0,9
3139,1,31,2,2,9,0,1743960,0,0,245,0,9
3140,0,41,4,2,1,0,228600,1,0,164,0,9
3141,0,37,2,2,2,0,0,1,0,657,1,3
3142,1,32,3,1,3,0,4920,0,0,686,0,9
3143,0,57,4,2,2,0,80160,0,0,508,0,9
3144,1,39,4,2,2,0,20040,1,1,612,0,9
3145,0,58,8,2,3,0,215760,1,0,19,0,9
3146,0,41,1,3,2,0,-43800,1,0,226,0,9
3147,0,45,4,2,2,0,134880,1,0,37,0,9
3148,1,57,9,2,9,0,2312160,0,0,301,0,9
3149,0,43,4,2,2,0,46560,1,1,644,2,2
3150,1,30,1,1,2,0,37800,1,0,884,4,2
3151,0,57,12,3,3,0,7920,1,0,798,0,9
3152,0,45,1,2,2,0,180120,1,0,189,0,9
3153,0,56,3,3,3,1,-236160,0,0,60,0,9
3154,0,45,10,2,1,0,360,1,1,128,0,9
3155,1,54,2,3,2,0,103080,0,1,710,0,9
3156,1,46,4,2,1,0,104880,0,0,996,0,9
3157,0,49,1,2,1,0,82320,1,1,286,4,3
3158,0,35,4,1,1,0,-27600,1,0,183,0,9
3159,0,35,3,1,3,0,-24240,1,0,1461,0,9
3160,1,45,2,1,3,0,243960,0,0,243,2,1
3161,0,37,4,1,1,0,66480,1,0,74,0,9
3162,0,53,9,2,9,0,0,0,0,209,0,9
3163,0,44,10,2,3,0,55200,0,0,491,0,9
3164,1,36,11,3,3,0,162480,1,0,1723,2,1
3165,0,33,5,2,2,0,697080,1,0,219,0,9
3166,0,28,2,1,3,0,116160,0,1,470,0,9
3167,0,23,1,1,2,0,0,1,0,171,0,9
3168,0,57,8,2,2,0,0,0,0,97,0,9
3169,0,56,4,2,2,0,150600,1,0,145,0,9
3170,1,36,7,2,2,0,117720,0,0,1093,0,9
3171,0,34,10,2,2,0,236280,0,0,252,0,9
3172,0,40,2,1,3,0,83160,0,0,427,0,9
3173,0,47,4,2,1,0,11280,1,0,209,0,9
3174,0,66,12,2,2,0,409080,0,0,801,2,2
3175,0,36,3,3,3,0,4320,1,0,227,6,2
3176,0,34,2,2,3,0,26160,0,0,109,0,9
3177,0,37,3,2,9,0,29640,0,0,366,0,9
3178,0,50,1,1,2,0,3120,0,1,179,0,9
3179,0,43,4,2,2,0,123000,1,0,106,0,9
3180,0,58,9,2,1,0,1800,0,0,57,0,9
3181,0,60,4,2,2,0,654000,0,0,113,0,9
3182,0,40,7,3,2,0,25080,1,0,302,3,3
3183,0,56,1,1,2,0,94920,1,0,103,0,9
3184,0,55,5,3,2,0,186360,0,0,85,0,9
3185,0,38,2,2,3,0,294360,1,1,108,0,9
3186,0,40,3,1,3,0,0,0,0,58,0,9
3187,0,39,4,2,1,0,10200,1,0,329,0,9
3188,0,28,7,1,2,0,-42960,1,0,253,0,9
3189,0,57,3,2,3,0,0,0,1,209,2,3
3190,0,58,3,2,3,0,157560,0,0,420,0,9
3191,0,46,7,2,2,0,119640,1,0,398,0,9
3192,1,37,4,1,9,0,26040,0,0,272,0,9
3193,0,38,1,1,2,0,0,0,0,452,0,9
3194,0,43,3,2,3,0,382320,0,0,151,0,9
